temperature,humidity,wind_speed,precipitation,atmospheric_pressure,rain
20.5,87.9,28.8,5.9,1016.5,0
16.8,37.4,19.1,0.7,1008.7,1
16.2,47.6,14.6,5.5,1010.5,1
24.1,71.1,27.1,7.2,1015.1,0
26.9,42.8,22.2,4.5,1019.1,0
21.5,37.3,5.6,4.4,1007.3,0
34.7,32.0,20.0,3.1,1004.2,0
22.9,70.1,28.0,7.0,1014.2,0
28.2,80.2,5.1,9.7,1009.0,1
29.7,43.6,25.4,10.0,1014.0,1
17.3,32.5,5.9,3.0,1005.8,0
23.0,84.5,28.6,1.6,1015.7,1
32.5,35.0,19.6,9.7,1018.5,1
20.9,61.6,19.7,3.9,1018.2,0
23.7,78.2,11.2,1.0,1015.7,1
24.3,83.5,18.9,6.9,1002.1,1
16.2,56.9,29.3,7.7,1015.7,0
25.6,76.7,28.1,7.7,1004.6,0
23.7,32.5,18.3,6.5,1016.5,0
34.5,60.8,24.3,6.5,1014.8,0
29.7,84.3,9.0,8.6,1011.1,0
33.6,55.2,30.0,0.4,1006.0,0
24.4,45.4,21.6,2.9,1012.9,0
28.0,60.9,23.7,5.8,1008.0,1
32.2,49.4,14.8,5.9,1011.4,1
20.0,73.2,14.2,2.2,1012.9,0
20.4,87.3,26.2,7.9,1019.0,0
20.7,42.6,13.3,6.0,1009.9,0
18.3,32.2,23.6,2.2,1019.8,0
16.8,58.9,9.3,5.4,1017.9,1
16.9,85.8,20.6,5.6,1005.6,1
25.6,79.9,12.8,7.3,1002.4,0
24.2,36.3,14.7,7.3,1001.5,0
21.5,67.0,17.7,2.7,1019.4,0
25.1,49.9,11.8,8.3,1014.3,0
18.9,81.8,5.5,9.1,1016.2,1
22.8,61.5,21.0,9.0,1013.3,0
30.4,39.9,7.6,8.8,1017.0,1
22.2,40.9,24.9,7.0,1009.1,0
30.2,75.3,9.6,7.3,1013.6,0
33.6,80.5,25.8,8.3,1009.2,1
27.5,35.0,9.0,5.7,1003.0,0
25.3,70.6,27.6,1.9,1019.5,0
24.4,58.0,24.8,3.4,1017.4,1
17.9,83.6,22.7,1.5,1016.5,0
31.2,77.2,21.0,1.0,1018.9,1
15.4,30.6,25.5,9.0,1005.2,0
22.2,44.4,8.2,7.0,1006.1,0
26.7,61.9,9.3,5.0,1005.9,0
19.2,36.0,14.8,6.4,1018.8,1
32.1,57.6,28.3,4.4,1008.8,1
16.9,81.2,17.0,8.5,1006.6,0
15.0,65.0,20.7,8.8,1018.5,0
24.8,78.5,28.4,4.7,1015.1,0
21.0,36.2,10.7,2.3,1010.3,0
31.2,49.4,8.0,2.2,1002.5,0
17.7,66.7,25.1,3.0,1007.5,0
16.7,85.6,25.0,6.9,1003.8,0
26.1,57.4,24.5,7.5,1002.0,0
32.5,54.7,21.5,1.1,1013.1,0
32.3,44.4,7.7,5.4,1001.7,1
33.0,34.8,25.6,8.4,1001.5,0
21.1,72.1,15.2,4.8,1011.0,0
31.9,86.2,17.4,5.9,1015.5,0
28.2,34.6,26.0,6.0,1003.8,1
33.1,46.1,21.2,7.3,1019.2,0
16.8,37.6,22.1,9.7,1007.1,1
27.2,80.6,15.3,9.6,1006.0,1
33.8,30.5,8.3,7.4,1014.6,0
18.6,46.5,29.4,5.8,1011.9,0
21.0,57.0,16.8,6.1,1016.8,0
29.6,67.8,13.1,1.3,1015.1,1
23.0,77.9,8.1,1.3,1007.0,0
18.0,88.6,9.9,5.6,1019.8,0
30.9,46.1,29.9,2.6,1014.0,1
30.4,36.1,28.3,8.1,1007.9,1
23.0,35.7,21.7,7.8,1005.8,1
17.4,88.4,12.8,4.3,1012.3,1
15.9,39.2,28.5,1.3,1005.1,0
18.8,79.1,18.2,7.8,1015.7,0
28.3,33.2,9.8,6.2,1009.9,0
25.5,59.3,5.8,0.4,1000.3,0
22.5,87.8,17.7,2.4,1016.4,0
31.9,82.6,13.9,9.9,1004.6,1
23.1,41.5,22.6,5.1,1013.3,0
18.6,35.1,10.5,6.0,1001.4,0
15.6,57.9,18.4,6.5,1015.1,0
26.1,73.3,13.3,5.3,1016.4,0
19.0,30.8,14.2,4.5,1009.2,0
31.8,47.7,12.0,6.0,1003.9,0
26.1,77.2,18.6,7.8,1005.1,0
27.8,81.1,9.7,7.9,1014.7,0
16.1,74.6,5.8,6.2,1014.4,0
18.9,88.0,25.8,4.6,1019.9,1
28.6,63.3,10.0,2.5,1019.0,0
25.4,57.1,24.4,6.6,1010.6,0
30.9,47.3,26.6,1.4,1015.5,0
21.1,32.4,22.4,8.6,1013.6,0
22.6,47.2,19.5,3.5,1011.9,1
20.3,54.8,28.0,1.6,1005.4,0
24.7,50.6,28.0,1.5,1002.8,0
26.1,80.7,22.8,9.5,1008.8,1
26.6,80.0,26.6,7.6,1010.7,0
15.4,38.6,10.7,2.9,1005.9,0
17.0,32.5,12.7,2.1,1015.2,0
18.0,42.0,9.5,8.4,1012.5,0
34.8,72.6,17.7,6.5,1006.2,0
24.4,77.2,27.3,4.5,1014.5,0
33.3,66.9,10.5,9.8,1015.8,0
30.1,72.8,19.5,5.6,1017.2,0
33.4,80.7,17.8,5.5,1013.8,1
17.3,82.6,16.9,5.1,1013.1,0
17.1,36.7,10.4,7.3,1000.9,0
31.4,50.5,22.4,6.4,1012.2,1
28.5,59.6,6.6,3.6,1012.4,1
25.3,46.0,23.7,8.7,1006.8,1
30.2,77.1,7.8,0.2,1011.3,0
28.7,65.6,27.7,1.6,1014.5,0
15.2,50.2,6.9,0.1,1014.2,0
28.1,88.8,26.5,8.2,1019.0,0
17.2,36.2,19.6,7.4,1008.4,0
18.7,44.4,13.6,6.4,1017.1,0
33.8,35.9,24.4,9.5,1005.2,0
33.1,45.4,6.0,3.1,1017.3,0
20.7,81.0,7.3,1.4,1001.2,0
30.8,81.9,23.1,1.0,1009.7,0
34.1,45.1,23.7,5.9,1017.4,0
24.5,34.3,14.4,0.9,1010.5,0
25.6,73.7,11.8,9.4,1016.7,0
21.3,83.1,29.2,7.7,1000.6,1
28.1,54.4,21.1,5.8,1010.1,0
26.7,35.8,11.4,0.4,1014.3,1
32.4,48.9,24.6,1.7,1004.2,0
34.6,77.4,23.9,0.1,1011.9,0
32.7,48.0,23.5,7.5,1018.8,0
22.1,72.7,13.5,6.6,1009.4,1
16.6,76.7,18.5,1.4,1005.7,0
30.3,68.1,26.8,1.2,1006.0,1
34.1,62.2,20.6,4.2,1004.1,1
16.9,71.9,15.9,2.6,1001.7,0
22.5,82.1,28.5,8.4,1003.0,0
28.8,51.5,12.7,3.1,1012.2,0
34.6,61.4,9.8,3.2,1008.2,1
19.1,83.2,21.0,9.0,1010.6,0
33.1,74.8,19.6,1.0,1017.4,1
20.3,60.1,11.5,3.1,1015.3,0
25.5,31.3,13.9,9.0,1011.5,0
26.7,46.8,26.1,1.2,1010.9,0
17.1,60.7,21.4,4.1,1004.7,0
19.7,31.3,27.2,4.9,1009.8,1
16.4,38.4,21.3,6.3,1015.6,1
16.8,89.0,27.3,4.0,1015.5,0
18.8,32.9,10.7,6.0,1009.8,0
34.5,83.9,7.2,4.0,1011.8,1
33.8,31.1,25.3,7.5,1002.0,0
33.5,75.0,22.2,2.3,1008.2,1
22.5,85.7,6.3,4.2,1017.5,0
28.6,66.5,27.6,2.0,1018.6,0
23.7,36.2,15.3,8.7,1013.1,0
26.5,38.3,19.6,6.2,1019.3,0
28.9,50.5,14.0,8.8,1008.3,0
18.6,67.4,18.8,6.7,1005.3,0
24.3,43.6,26.0,5.2,1018.0,0
22.9,41.1,14.6,7.1,1012.1,0
22.2,88.8,21.5,9.0,1012.9,0
28.5,43.4,14.1,3.4,1015.7,0
20.3,35.8,8.4,8.9,1015.3,0
22.8,88.8,13.3,5.5,1000.4,0
27.1,48.0,22.7,1.1,1005.0,0
27.9,49.1,27.9,1.0,1010.0,0
26.7,55.2,29.8,9.4,1003.0,0
19.2,53.8,13.7,1.4,1014.9,1
23.8,69.9,24.2,7.9,1006.6,0
20.7,54.7,18.3,0.7,1003.3,1
24.8,59.4,26.1,1.4,1010.2,0
30.2,58.2,22.7,9.7,1007.5,0
33.2,54.8,15.3,8.6,1003.5,1
34.6,80.1,11.0,4.9,1012.5,0
31.9,64.0,10.1,5.9,1010.2,0
34.3,55.0,21.9,6.2,1012.4,0
18.6,88.0,24.6,9.3,1017.1,0
19.3,39.3,7.2,2.7,1005.9,0
29.4,71.6,18.3,9.9,1007.1,0
15.7,77.2,27.0,5.1,1011.8,1
15.4,53.1,12.5,1.8,1013.5,0
19.3,64.0,26.4,8.4,1006.6,0
30.7,60.5,25.9,1.3,1001.9,1
16.2,38.5,12.4,4.9,1014.9,1
18.8,88.5,20.3,6.7,1013.4,1
16.6,68.6,26.3,1.9,1018.2,1
25.1,35.0,13.6,2.4,1005.4,0
18.2,67.2,21.4,2.1,1008.3,1
25.9,45.4,27.7,4.9,1009.6,0
21.7,61.9,13.2,4.1,1015.2,0
29.6,63.0,14.4,3.1,1011.5,1
26.3,86.1,9.1,4.2,1017.5,0
26.1,69.5,29.7,3.1,1011.4,1
19.9,32.2,16.2,6.4,1009.1,0
22.8,60.0,7.2,9.1,1004.3,0
15.2,53.8,28.9,4.3,1007.3,1
24.9,61.2,15.0,4.2,1002.6,0
34.9,61.6,10.2,1.7,1011.2,1
19.4,34.0,11.2,1.1,1000.8,0
27.9,55.2,10.3,0.0,1004.8,1
33.4,80.6,9.2,7.3,1004.8,1
34.9,76.2,6.5,0.6,1011.3,1
26.5,80.8,26.0,0.3,1009.2,0
32.0,30.8,9.1,4.6,1019.6,0
29.6,31.0,25.6,5.2,1014.5,1
35.0,43.5,24.1,5.6,1013.1,0
32.4,58.6,5.8,8.8,1007.1,0
31.3,30.9,7.5,7.2,1004.9,1
20.1,75.3,26.6,6.1,1011.3,0
29.4,30.9,21.2,7.6,1011.6,0
25.3,34.2,14.6,0.5,1007.3,1
18.4,46.9,26.8,2.3,1007.7,0
26.0,51.1,10.9,1.3,1005.7,1
27.6,55.5,14.7,1.4,1016.1,0
31.9,77.1,10.0,8.6,1017.1,1
15.1,39.8,20.3,1.7,1019.7,0
21.8,47.9,24.3,6.7,1004.6,1
32.3,35.3,18.3,4.6,1005.5,0
28.8,56.2,25.7,7.5,1011.3,1
18.2,87.5,28.9,3.5,1006.3,1
16.4,37.6,19.2,8.1,1016.5,1
19.2,63.5,19.4,3.3,1005.0,1
20.0,79.2,19.3,2.5,1012.8,0
20.7,88.6,24.9,1.7,1005.3,0
25.8,45.3,23.1,8.1,1002.0,0
15.5,85.5,13.1,5.8,1007.2,0
15.2,87.9,22.3,6.6,1011.0,0
19.8,85.5,14.8,1.8,1016.7,1
31.2,67.6,11.3,1.6,1018.9,1
15.3,46.7,10.2,6.5,1013.4,1
34.2,54.5,9.8,8.5,1018.7,0
21.0,50.2,23.7,8.2,1009.7,1
15.0,31.3,21.4,1.0,1019.3,0
28.3,47.1,29.9,9.1,1004.0,1
34.7,88.9,30.0,9.1,1005.0,1
33.8,40.3,22.8,6.6,1016.8,1
32.7,66.9,8.9,7.9,1008.5,0
33.1,84.0,14.2,2.6,1001.7,0
24.0,86.7,9.9,1.1,1003.8,0
28.9,81.7,18.5,0.4,1012.7,0
27.2,73.1,29.5,3.0,1001.2,0
24.0,31.2,7.4,5.8,1017.5,1
30.2,72.7,11.4,2.7,1002.8,1
28.2,78.4,5.6,9.3,1006.7,0
33.0,32.1,23.3,5.2,1016.5,0
24.2,48.0,5.3,5.8,1003.9,1
24.8,59.3,18.9,9.8,1002.1,1
25.6,65.3,8.1,6.2,1019.5,0
20.7,44.3,16.1,4.3,1011.3,0
16.1,58.0,26.2,4.9,1006.4,0
28.3,61.0,20.5,0.9,1006.6,0
21.6,70.4,26.0,5.5,1017.2,0
34.2,79.5,16.5,4.6,1018.1,0
27.2,54.2,20.9,9.5,1002.3,0
23.3,76.6,26.2,5.7,1000.2,0
26.6,41.3,25.7,8.2,1010.2,1
22.7,57.6,11.9,7.3,1008.7,1
27.9,41.3,26.2,8.2,1011.4,0
27.0,70.2,14.8,2.9,1003.7,0
34.5,51.0,27.1,2.4,1018.6,0
30.0,87.9,10.0,9.4,1007.0,0
33.9,50.6,29.2,0.2,1001.9,0
17.3,74.1,16.8,2.2,1011.8,0
24.4,59.7,27.3,4.7,1002.3,0
21.0,47.2,9.2,4.6,1005.0,0
34.1,53.8,7.0,5.9,1009.4,0
21.7,38.0,14.8,5.2,1011.4,0
19.3,61.7,21.8,2.4,1005.6,1
16.2,35.9,22.7,6.6,1005.4,0
33.9,60.4,12.8,2.4,1017.1,0
26.8,42.9,22.2,7.8,1002.2,0
32.9,41.0,19.6,7.1,1019.1,0
23.7,39.5,23.2,7.7,1018.5,0
27.1,56.5,7.5,9.1,1011.8,0
29.0,87.9,7.9,5.7,1004.5,0
34.1,55.4,23.3,8.7,1012.3,0
19.9,30.2,9.3,1.2,1001.8,1
19.4,84.5,20.6,3.7,1001.9,0
34.1,54.8,8.3,6.5,1018.5,0
26.4,88.9,29.0,1.5,1001.3,0
28.0,44.1,5.8,2.2,1012.7,0
17.4,48.6,15.1,7.3,1012.3,0
15.7,62.1,18.0,8.4,1014.9,0
25.8,48.2,12.9,0.9,1014.1,1
33.3,32.0,14.1,0.9,1005.7,0
15.3,53.4,19.1,6.3,1012.3,1
23.3,75.9,19.2,8.9,1000.5,1
18.2,86.7,21.5,3.1,1005.0,1
31.6,85.5,27.2,6.5,1015.6,1
18.3,82.2,17.8,3.6,1012.3,0
18.9,80.2,20.0,8.7,1010.2,0
24.1,72.1,18.4,0.2,1003.8,1
29.4,34.1,15.4,1.9,1010.0,1
20.1,50.4,8.0,9.3,1003.9,0
30.3,89.2,22.3,4.1,1012.9,0
18.5,37.9,13.4,0.0,1011.5,1
17.4,66.6,21.5,9.3,1004.5,0
20.3,44.1,14.7,8.1,1000.7,0
22.1,35.1,7.8,3.7,1006.8,0
30.4,35.1,13.8,8.2,1001.9,0
19.6,43.9,19.0,0.7,1015.4,1
23.1,64.1,9.0,9.1,1003.9,0
16.6,49.2,25.9,6.6,1012.4,0
32.7,45.0,24.3,8.8,1002.1,1
22.2,70.1,10.3,4.8,1005.8,1
26.6,47.4,8.5,5.3,1006.8,0
30.8,55.0,25.3,1.0,1018.4,1
34.9,30.8,15.5,0.9,1011.7,1
20.4,45.0,23.5,7.8,1012.9,1
21.3,64.0,7.9,7.0,1010.9,0
21.9,57.2,18.6,2.2,1000.7,1
21.6,86.5,11.8,0.6,1018.8,1
28.7,64.0,10.5,9.8,1011.6,0
20.2,59.8,6.0,8.1,1018.8,1
32.9,60.3,22.5,2.4,1013.9,0
31.3,85.7,20.0,3.8,1015.4,1
32.0,79.2,9.3,0.2,1000.5,0
29.3,77.7,29.3,5.8,1011.0,0
25.6,74.6,21.3,7.8,1005.5,0
26.7,75.0,19.9,2.0,1014.3,0
34.6,80.4,19.7,8.5,1012.4,0
23.2,57.1,10.2,4.6,1004.1,0
25.4,62.1,12.8,3.1,1013.5,0
30.0,43.4,22.6,6.1,1009.7,0
31.8,60.8,26.6,0.4,1003.6,0
18.4,40.0,7.9,9.1,1003.3,0
18.5,72.7,17.2,6.5,1019.4,1
34.6,36.7,9.1,4.4,1003.3,1
24.5,39.1,24.8,8.1,1006.2,0
19.0,34.6,20.6,4.1,1017.4,0
17.3,43.4,11.2,7.8,1011.5,1
32.1,64.2,20.0,2.3,1014.2,0
16.8,52.0,17.0,6.1,1011.5,0
27.2,57.0,29.8,8.8,1016.6,0
32.2,30.7,10.9,0.1,1014.7,1
29.7,71.8,28.5,9.4,1011.7,0
25.2,43.9,12.4,8.0,1003.8,0
24.3,71.6,10.9,9.3,1002.2,1
17.4,41.5,24.3,1.1,1004.1,1
25.8,54.2,24.5,7.0,1014.2,0
17.2,61.8,18.0,3.6,1007.9,0
16.9,70.3,12.4,9.7,1018.0,1
25.6,75.6,26.5,1.6,1004.6,0
23.1,83.2,7.7,8.4,1010.7,0
34.8,85.5,22.4,0.6,1009.2,1
22.5,59.6,18.7,3.7,1008.7,0
19.5,70.0,29.5,7.1,1017.3,0
19.7,74.6,18.3,9.8,1016.5,0
32.1,36.6,14.6,1.5,1006.5,0
23.6,58.7,5.4,5.7,1011.8,0
15.6,58.2,26.0,7.6,1011.0,1
27.9,50.8,22.7,1.6,1014.9,0
15.5,47.9,14.7,2.1,1018.8,1
27.5,66.4,29.1,1.3,1008.4,0
21.6,41.5,6.5,7.1,1010.2,0
28.3,41.0,15.8,0.8,1012.7,0
28.3,64.8,7.0,8.6,1013.3,0
24.9,53.2,24.3,2.8,1000.8,1
34.5,74.3,5.1,2.6,1002.5,0
23.2,63.3,14.1,4.2,1013.7,0
34.1,90.0,7.8,9.8,1017.9,0
22.5,35.3,20.6,5.4,1018.7,1
32.2,48.6,25.1,4.2,1015.2,0
34.2,89.1,18.4,2.5,1017.0,0
19.1,67.9,16.1,6.5,1001.2,0
18.4,72.6,22.9,9.3,1002.1,1
30.5,49.9,10.4,9.9,1014.5,0
29.6,69.2,16.3,9.0,1009.8,0
34.3,84.2,6.3,8.7,1006.1,0
26.5,32.9,26.0,7.3,1019.1,0
17.5,48.0,21.8,1.1,1000.8,1
21.1,41.4,24.9,4.3,1012.4,0
16.9,52.5,16.8,8.7,1014.8,1
29.1,85.3,7.0,5.5,1017.9,0
32.2,46.0,19.1,5.5,1017.9,0
18.1,69.0,7.5,5.6,1014.6,0
22.1,35.5,5.2,6.5,1015.5,0
32.2,38.2,8.5,4.2,1000.5,1
21.6,86.3,16.8,8.0,1005.2,1
34.6,50.9,8.3,6.3,1011.1,0
15.4,56.2,25.4,3.6,1013.0,0
25.5,76.6,8.3,4.5,1000.7,0
22.5,78.1,18.0,4.6,1012.2,0
16.7,86.2,26.2,0.2,1007.8,1
18.0,44.4,15.4,0.9,1015.9,0
31.0,68.8,13.4,4.5,1015.4,0
30.5,86.4,21.0,2.9,1010.1,1
28.5,80.9,16.8,6.5,1009.4,0
17.9,46.1,20.5,8.0,1006.2,1
20.3,49.6,23.4,3.0,1002.8,0
24.2,62.6,23.8,3.6,1012.9,0
24.4,76.2,22.1,6.5,1009.8,1
22.4,81.5,6.1,1.3,1016.8,0
15.8,71.4,11.1,1.2,1005.7,0
28.0,80.3,27.3,7.0,1016.6,0
15.1,40.4,24.9,7.9,1017.9,0
24.9,56.0,28.3,3.7,1001.7,0
30.6,65.6,13.6,6.3,1014.8,0
33.0,39.8,6.6,3.4,1015.4,0
32.9,63.7,11.3,5.8,1014.5,0
16.6,80.0,19.9,10.0,1007.6,0
18.2,66.9,18.3,2.3,1019.9,0
20.0,63.7,13.6,3.7,1000.1,0
19.7,34.2,12.8,3.5,1000.2,1
15.3,86.3,10.3,6.5,1018.0,0
25.5,69.7,27.0,7.1,1014.4,0
27.9,63.3,6.7,4.4,1001.9,0
15.7,35.1,25.5,6.6,1003.2,1
28.0,59.2,9.1,4.7,1005.6,0
17.6,37.4,25.3,3.0,1013.1,0
20.6,34.9,28.6,5.2,1008.7,0
34.7,64.2,17.2,4.6,1007.8,0
33.6,52.2,7.0,5.0,1012.2,0
19.3,55.6,14.1,0.4,1007.4,0
19.1,54.7,5.6,7.8,1003.7,0
34.6,30.5,19.1,6.9,1014.4,1
20.7,83.2,27.9,6.4,1004.0,1
19.9,81.0,6.9,2.3,1007.8,0
19.3,51.0,24.5,8.2,1011.6,1
24.0,49.4,27.6,8.4,1006.4,1
34.5,44.0,19.5,8.5,1009.9,1
28.0,43.5,5.4,2.1,1007.5,0
16.5,65.1,14.6,8.4,1019.8,0
23.8,55.6,23.0,3.8,1010.3,0
28.3,82.8,11.0,0.2,1010.5,1
24.5,69.6,5.3,4.2,1011.2,1
33.4,89.5,9.4,4.3,1017.5,0
19.3,64.0,28.9,8.1,1000.4,0
15.0,80.6,22.6,9.0,1007.0,1
18.0,49.4,14.9,3.9,1014.6,0
30.9,37.9,21.5,4.9,1011.2,0
24.9,85.6,21.9,2.6,1016.7,0
18.1,43.1,9.0,9.5,1009.7,0
16.7,47.5,26.0,7.5,1006.5,0
25.8,54.5,29.2,2.3,1006.6,0
34.5,33.1,24.1,9.0,1009.3,0
34.1,81.6,24.8,4.2,1017.4,0
30.2,64.6,7.0,5.5,1007.6,0
29.8,67.8,10.1,3.3,1019.3,1
18.1,59.5,7.3,4.0,1019.3,0
21.2,80.7,12.5,4.8,1002.6,1
30.5,59.5,25.0,3.6,1009.3,0
20.6,32.3,7.3,8.1,1011.1,0
25.7,40.1,14.8,7.6,1008.2,0
28.8,37.0,20.3,1.9,1005.9,0
18.5,56.5,13.2,5.3,1000.4,1
16.2,35.0,7.6,9.9,1014.5,0
29.3,68.4,9.2,0.8,1002.5,0
27.0,39.8,25.7,0.3,1008.7,0
16.1,60.4,16.3,6.8,1014.5,0
23.7,65.2,25.8,8.3,1012.8,0
24.4,50.5,20.1,3.0,1008.5,1
30.3,88.9,18.4,2.5,1012.6,0
33.2,85.7,24.7,5.2,1003.9,0
24.5,88.4,6.4,6.4,1008.0,0
29.9,83.6,18.7,3.4,1013.8,0
17.6,66.9,24.7,6.1,1004.1,0
26.0,48.1,20.4,7.8,1002.0,0
15.9,57.7,7.2,9.9,1004.1,0
22.9,77.1,28.5,9.5,1001.1,1
15.3,75.7,25.3,4.9,1003.3,1
26.2,39.1,25.0,1.9,1008.3,0
26.1,74.9,8.6,0.4,1014.5,0
23.0,55.9,19.2,5.8,1010.3,0
31.5,38.3,27.9,4.0,1018.0,0
26.7,41.5,24.7,6.8,1006.1,0
29.0,76.1,19.5,7.2,1006.7,0
16.2,83.0,17.5,0.7,1017.2,1
28.2,70.8,19.9,9.9,1001.1,0
18.5,45.4,9.6,5.0,1009.3,0
20.0,51.5,15.6,7.7,1010.1,0
17.7,65.0,19.5,3.9,1001.8,0
26.5,74.8,21.4,1.6,1005.0,1
21.9,66.6,26.7,5.5,1015.0,0
32.9,38.9,23.5,6.2,1002.2,0
25.1,78.1,17.5,6.6,1003.3,0
29.1,30.4,19.3,7.0,1001.3,1
33.2,68.3,24.0,3.5,1017.7,1
34.4,33.7,24.1,9.0,1019.1,1
22.0,58.7,22.8,4.8,1008.5,0
29.1,89.7,18.2,8.3,1017.4,0
28.5,60.9,5.2,1.9,1005.3,0
31.9,31.8,22.4,4.6,1012.3,0
18.6,35.3,12.2,1.5,1008.7,0
34.0,49.4,6.2,1.8,1015.2,0
16.4,39.3,17.7,9.6,1011.2,0
26.4,69.2,7.9,4.5,1006.9,0
20.7,81.2,16.1,2.6,1000.2,0
26.2,88.7,22.0,1.8,1013.1,1
31.5,37.5,8.3,6.3,1015.8,0
26.3,43.3,25.5,10.0,1010.8,0
17.2,82.6,24.4,3.3,1007.0,0
16.2,79.8,28.7,8.3,1016.6,0
23.7,83.3,7.2,4.2,1016.0,0
19.5,89.6,23.1,4.9,1001.5,1
19.1,34.6,6.2,8.6,1015.3,0
33.3,67.4,7.1,4.3,1013.2,1
19.8,80.9,13.3,7.1,1006.2,0
26.9,35.4,21.3,6.7,1012.6,1
23.5,60.3,22.7,3.9,1007.5,0
33.0,48.8,27.5,7.4,1013.8,1
23.8,61.9,13.1,7.9,1015.3,0
34.9,68.8,17.3,5.2,1009.2,1
26.5,42.1,7.7,0.4,1007.9,0
24.3,85.6,13.5,0.6,1000.4,1
32.3,84.0,24.3,9.0,1002.9,0
28.0,65.2,9.6,5.0,1015.4,0
23.6,80.8,5.9,4.0,1012.5,0
19.3,48.4,8.0,5.1,1011.4,0
27.1,74.8,12.2,9.7,1005.2,0
15.9,47.9,27.1,5.5,1011.8,0
16.7,55.6,5.9,7.3,1003.0,1
34.9,40.3,14.9,5.3,1009.2,1
18.6,62.5,25.7,9.1,1017.3,0
16.2,43.5,7.9,1.6,1003.4,0
19.5,46.7,12.3,6.9,1011.9,0
21.4,77.0,6.4,0.2,1009.6,0
16.5,54.0,25.2,8.6,1006.4,1
18.3,59.3,29.4,4.2,1016.1,0
23.6,66.6,6.2,3.1,1005.7,0
18.5,41.5,9.5,8.9,1010.7,0
33.0,54.7,16.3,9.2,1001.5,1
22.9,69.3,17.4,1.5,1005.3,1
21.9,60.6,12.4,8.3,1019.8,0
17.1,53.5,24.8,6.6,1002.8,0
32.3,83.9,10.0,3.9,1006.7,0
31.6,90.0,6.8,9.2,1016.3,0
31.8,62.5,18.3,6.2,1016.7,0
16.0,49.9,9.7,0.3,1017.3,0
26.6,41.8,28.1,4.8,1007.8,0
27.7,58.6,15.0,3.3,1002.2,0
27.6,45.2,8.7,1.8,1016.1,0
27.7,35.9,9.6,3.7,1004.1,0
26.6,82.0,27.3,5.6,1007.9,0
25.6,76.0,12.8,3.4,1017.6,0
19.8,35.5,9.5,3.0,1010.3,0
23.2,42.1,21.0,1.0,1003.2,0
33.6,75.0,16.7,7.7,1017.1,0
35.0,35.7,15.2,4.3,1005.6,1
23.6,88.3,12.0,8.9,1005.3,1
27.1,88.4,22.5,8.8,1018.9,1
33.5,51.7,7.8,7.9,1019.1,0
24.6,60.2,16.4,1.9,1014.6,0
15.4,70.0,9.6,7.8,1019.4,0
21.4,87.0,11.8,2.3,1002.9,1
27.7,61.3,12.4,2.4,1014.5,0
25.5,35.2,8.3,6.9,1005.8,1
19.6,82.0,26.2,3.6,1012.3,1
32.6,71.3,21.8,2.1,1018.1,0
29.9,42.4,10.4,2.4,1014.8,0
26.8,85.4,6.2,8.6,1008.7,0
22.2,80.0,6.3,7.4,1007.5,1
17.8,74.0,20.5,0.0,1019.9,0
26.1,80.0,15.7,6.5,1002.3,0
16.1,68.7,14.4,6.3,1007.2,1
21.4,88.8,11.5,2.4,1003.1,1
27.7,65.7,10.4,8.7,1003.2,1
29.7,80.3,16.5,7.7,1013.2,0
18.0,38.8,29.0,6.1,1008.2,0
33.8,78.4,18.3,1.6,1000.2,0
26.8,58.7,22.3,1.7,1009.4,0
29.1,40.2,13.7,0.9,1012.3,1
23.9,50.6,7.8,0.1,1014.8,0
24.8,64.7,7.0,7.8,1011.3,1
34.2,77.8,25.9,3.6,1018.4,0
29.5,56.1,7.2,6.9,1017.0,0
22.5,86.7,23.9,8.3,1011.2,0
29.8,55.1,28.1,3.6,1019.4,0
18.4,73.2,7.9,1.9,1007.2,0
16.7,54.4,16.9,4.1,1000.4,1
27.9,66.4,19.4,6.1,1004.2,0
18.1,56.0,24.2,7.6,1003.3,0
24.5,36.9,8.3,5.6,1009.0,1
25.1,53.7,16.0,9.9,1011.3,1
16.7,89.3,12.6,8.8,1009.8,1
17.4,43.7,23.9,0.2,1011.3,0
27.2,31.3,19.8,0.4,1004.5,0
19.2,69.3,26.6,1.8,1008.3,1
18.6,80.8,28.5,6.6,1008.3,1
29.3,59.4,17.4,8.7,1019.6,0
19.5,61.3,5.4,9.2,1002.6,1
24.7,74.0,27.4,7.4,1001.8,0
30.8,86.8,10.7,1.7,1016.6,0
30.0,70.2,26.6,6.8,1006.9,0
27.8,68.8,15.9,3.3,1013.0,0
26.0,57.3,25.0,3.1,1003.5,1
15.1,70.8,26.5,8.2,1010.7,0
31.2,42.8,16.1,1.7,1010.7,0
29.8,36.0,14.7,7.8,1011.8,0
32.3,51.7,24.4,6.9,1014.2,0
25.6,53.7,24.1,3.8,1014.1,1
23.7,41.9,12.3,3.7,1009.6,1
29.2,54.7,13.4,0.6,1001.3,1
29.7,65.9,8.9,7.2,1000.6,1
22.6,84.3,29.6,6.4,1011.6,1
32.2,42.5,5.5,8.2,1002.3,0
19.2,37.5,20.6,1.8,1002.0,0
26.3,66.9,19.3,0.9,1018.0,0
31.3,58.3,8.0,1.4,1006.5,1
25.3,45.2,14.3,7.1,1016.4,1
15.4,71.2,11.4,0.6,1008.1,1
22.7,39.6,15.8,2.5,1007.9,0
25.1,70.1,13.5,3.6,1005.6,0
